ussid,slaveid,isallocated
124523GDTSH481673CRMXXL,124523-BIMS1,YES
124523A105122,124523-BIMS1,YES
124523A207944,124523-BIMS1,YES
126990680226291002,126990-ENNDELHWH,YES
1278876646522050,127887-2811,YES
100001301018039008,100001-W147,YES
100001301005161002,100001-WD48,YES
100001301011596002,100001-WD16,YES
1292288909196294908,129228-KAR,YES
1253491011C05140010,125349-AWH,YES
1260998905241319497,126099-8058,YES
1001187613141197060,100118-HRN,YES
1001187613142780612,100118-HRN,YES
1001187613142583961,100118-HRN,YES
1001187613114376164,100118-HRN,YES
1001187613114674239,100118-HRN,YES
1001188905566602427,100118-HRN,YES
1001187613114674185,100118-HRN,YES
1001187613125352362,100118-HRN,YES
1001187613109951819,100118-HRN,YES
1001187613124606060,100118-HRN,YES
1001187613124606022,100118-HRN,YES
1001187613124412036,100118-HRN,YES
1001187613126153654,100118-HRN,YES
1001188905566623989,100118-HRN,YES
1001188905566103481,100118-HRN,YES
1001187613125352232,100118-HRN,YES
1001187613125352386,100118-HRN,YES
124695LIPBR08CR0L,124695-HRN,YES
1001188905566158665,100118-HRN,YES
124695BCPTH11GY0XL,124695-HRN,YES
1001188905580917538,100118-HRN,YES
124695LIBR06WE02XL,124695-HRN,YES
1001188901241857083,100118-HRN,YES
1001187613113644271,100118-HRN,YES
1001188905356689447,100118-HRN,YES
1001188905566680609,100118-HRN,YES
1001187613142674157,100118-HRN,YES
100001301003112002,100001-WD16,YES
1001188905566128613,100118-HRN,YES
1001187613114125632,100118-HRN,YES
1002438526180100,100243-9327,YES
123986627756932432,123986-8240,YES
123986627756932432,123986-8222,YES
100001300987144002,100001-WD27,YES
124299MB118038,124299-1139,YES
124299MB128188,124299-1139,YES
1259287290113145863,125928-TD37,YES
1259287290017279268,125928-TD37,YES
1259287290113145870,125928-TD37,YES
1002436612655040,100243-9327,YES
1257384066765312938,125738-1312,YES
100001301018456002,100001-W007,YES
124615AW22SO60BEXL,124615-PAL,YES
124615SS24TC08BLXL,124615-PAL,YES
124615SS22TC1014ETBXL,124615-PAL,YES
1248488905707218241,124848-WMS_INSTAKART_KOLKAT,YES
100001301009889005,100001-WD16,YES
100001301007961006,100001-WD16,YES
126889G1581,126889-EDEL,YES
127892700753960205,127892-STYLI2024,YES
1242058909058717101,124205-SAS,YES
1242058909058801206,124205-SAS,YES
124297WP32134,124297-WPS1,YES
124615SS23SO10BLL,124615-PAL,YES
1242468720109147513,124246-TD69,YES
100001301002441006,100001-WD16,YES
125399JC1L364M0065,125399-4,YES
1260998905241345946,126099-8063,YES
1257384066746538401,125738-1937,YES
1240908905893445742,124090-KPR,YES
1250438905177259164,125043-9082,YES
126675TTB241443M,126675-TABER001,YES
124297WP35306,124297-WPS1,YES
124297WP32768,124297-WPS1,YES
124297WP19416,124297-WPS1,YES
124297WP33650,124297-WPS1,YES
100001301004416003,100001-W134,YES
1264058052103054147,126405-SH001,YES
12427043055,124270-TTKBLR,YES
125995PLBV0100FTN2648,125995-PHYMUMWH,YES
128178RDS02658,128178-ND2,YES
1253491071A09110410,125349-AWH,YES
100001301011785004,100001-WD16,YES
100001301010443004,100001-WD16,YES
100001301011549004,100001-WD16,YES
100001301001808004,100001-WD16,YES
128587H01S,128587-TNKILIGLUX01,YES
12398660314448677,123986-8238,YES
128968A1EVK1129GNBW00010G599,128968-BLR,YES
128178RDS01489,128178-ND2,YES
127785RFF13626,127785-RHW,YES
1246879360454722721,124687-FNASS1,YES
125995BLTM1240BWA2051,125995-PHYMUMWH,YES
125995BYRNC1161,125995-PHYMUMWH,YES
125995PLRC0050GBM1131,125995-PHYMUMWH,YES
125995BLVV1240BWA3935,125995-PHYMUMWH,YES
125995PLHE0075CLG7629,125995-PHYMUMWH,YES
1241304099684228660,124130-562107A,YES
124248PIKM010BR1065,124248-KGJ1,YES
1280769360454437014,128076-FNA001,YES
126698BGIN1392,126698-BER1,YES
123986209403001M9W11,123986-MBEC01,YES
1246218909044791375,124621-PTGRN,YES
1246218909044615701,124621-PTGRN,YES
124388POLCYPRUSMRXL,124388-BAN,YES
1246218909230250495,124621-PTGRN,YES
1246218909044640932,124621-PTGRN,YES
124388TROANAKINWH40,124388-BAN,YES
1246218905685968879,124621-PTGRN,YES
124388CHIZANGOZABG34,124388-BAN,YES
1246218909044733801,124621-PTGRN,YES
124388POLNYOSMCL,124388-BAN,YES
1246218909044736840,124621-PTGRN,YES
124388TBHBEACHGRM,124388-BAN,YES
124388TSHSNAKEBK3XL,124388-BAN,YES
124388TBHPIRKOBGM,124388-BAN,YES
124388CHIZANGOZABG38,124388-BAN,YES
128865HCSetGautamOrangeXL,128865-GUJ,YES
126228DOAW24DEN83386232,126228-PTSS1,YES
126228DOAW24DEN93407128,126228-PTSS1,YES
126228DOAW23DEN12726228,126228-PTSS1,YES
1246218909044921154,124621-PTGRN,YES
1277768909158337582,127776-1100149292,YES
1277768909068239181,127776-1100149292,YES
1277768905968083794,127776-1100149292,YES
1277768909045527775,127776-1100149292,YES
100001301023096010,100001-W173,YES
1288820RB37170033F57,128882-BLR,YES
123858298876,123858-HRP,YES
100001300998490003,100001-WD16,YES
1246218909044336965,124621-PTGRN,YES
1246218909044297709,124621-PTGRN,YES
1246218909044385246,124621-PTGRN,YES
1246218909230150757,124621-PTGRN,YES
124024MCAW24DEN943811532,124024-BEN1,YES
125995PLGT0100FWA8121,125995-PHYMUMWH,YES
125995PLBV0150FTN3654,125995-PHYMUMWH,YES
124024MCSS24DEN95748234,124024-BEN1,YES
125995PLRW0015FSE1995,125995-PHYMUMWH,YES
125995PLVV0200BSC0774,125995-PHYMUMWH,YES
124024MCSS24D975630604,124024-BEN1,YES
125995PLSL0050DMT1711,125995-PHYMUMWH,YES
124024MCSS22DEN121636434,124024-BEN1,YES
100001301019699002,100001-W230,YES
124024MCAW24DEN944415834,124024-BEN1,YES
124024MCSS22DEN121639128,124024-BEN1,YES
124024MCSS22NW05157004,124024-BEN1,YES
124024MCSS23D065919005,124024-BEN1,YES
124024MCSS21D146714305,124024-BEN1,YES
124024MCSS21D146714303,124024-BEN1,YES
124024MCAW24DEN91407132,124024-BEN1,YES
1256108887049117454,125610-6199,YES
127634CK19238M,127634-CKSS1,YES
127634CK19238XL,127634-CKSS1,YES
127486TM618BKWDGS,127486-KALTSS1,YES
1256898907605111532,125689-CDS1,YES
100001301021449004,100001-W236,YES
100001301011668006,100001-WD27,YES
126698BG20255WH,126698-BIPL1,YES
126110VR2044,126110-VTR1,YES
126661SSIBDeluxeTP14,126661-NKPL,YES
126110COM13562,126110-VTR1,YES
100001301007504006,100001-WD27,YES
100001300997311006,100001-WD27,YES
126110COM26126,126110-VTR1,YES
126110COM26122,126110-VTR1,YES
126661SSIBDeluxeFP24NoLid,126661-NKPL,YES
1272143058SS115401L,127214-KISS1,YES
1272143058SS115401M,127214-KISS1,YES
1272144602SS115901XXL,127214-KISS1,YES
1272144201110604XXL,127214-KISS1,YES
127214SKD4506133704XL,127214-KISS1,YES
1272143337SS116801XL,127214-KISS1,YES
1272144205SS125219XXL,127214-KISS1,YES
1272144205SS1252193XL,127214-KISS1,YES
1272142899SS132408M,127214-KISS1,YES
12721446022SS115912XL,127214-KISS1,YES
127776400412617856,127776-1100149291,YES
100001301014577001,100001-W036,YES
1280769360454621512,128076-FNA001,YES
1002435755382050,100243-9327,YES
125196GW0613L1,125196-SINOIDAWH,YES
125196DW00100450,125196-SINOIDAWH,YES
12484925wnewblk,124849-KHETSHIP,YES
1257384064054718027,125738-2031,YES
126008HL903Tan,126008-KOL,YES
126652SC223CBXL,126652-SESS1,YES
100001301009984005,100001-WD27,YES
100001300997833006,100001-WD27,YES
124388DNMFINNBL28,124388-BAN,YES
127972TD147REDXL,127972-TM-SS1,YES
127972TD049BLUEL,127972-TM-SS1,YES
126960MMPALA45PO3DGRYFS,126960-DEL,YES
100001301028312003,100001-W036,YES
100001300968655001,100001-W163,YES
12426725WEPTA800XBNGINBlack,124267-MUM,YES
1262148905074421367,126214-PUN,YES
1262148905875001164,126214-PUN,YES
1262148905875155447,126214-PUN,YES
1241304067984751089,124130-562107A,YES
1265178905995519143,126517-LKS1,YES
1266613mmClassicFryPan11,126661-NKPL,YES
126661MajestyKD22,126661-NKPL,YES
127361DOOVR243BSML,127361-TRI,YES
100001301008292001,100001-W060,YES
128001SarikaPadSetBlackBlue34B,128001-NK-DL,YES
1291104467420,129110-W038,YES
1250258905687616310,125025-TGS1,YES
100001301000503007,100001-WD27,YES
1250258905687519185,125025-TGS1,YES
1250258909220110518,125025-TGS1,YES
1250258905687830846,125025-TGS1,YES
125068627756881594,125068-8293,YES
1237818905177331495,123781-9153,YES
1237818905177782976,123781-9153,YES
1237818905177782914,123781-9153,YES
1237818905177115033,123781-9153,YES
123781GRC00031574,123781-9153,YES
125843HHS5S11,125843-SNS1,YES
12427038246,124270-SABAN,YES
1259288901526605187,125928-TD37,YES
1259288901030843105,125928-TD37,YES
1277768905968065295,127776-1100149292,YES
1291102403990,129110-W038,YES
1259288901526005918,125928-TD37,YES
127728QXA628K,127728-GESEIKOLUX01,YES
127728QXH102B,127728-GESEIKOLUX01,YES
124849MQKJ3ZMA,124849-KHETSHIP,YES
127214KS2601130935L,127214-KISS1,YES
1272144604SS125115XXL,127214-KISS1,YES
1272142835132304L,127214-KISS1,YES
1272142835132304M,127214-KISS1,YES
1280769360454622533,128076-FNA001,YES
124523KCUM001WN,124523-BIMS1,YES
127115BS27752001,127115-QUJ1315,YES
127115BS26966001,127115-QUJ1315,YES
127518BSOP186329D,127518-SRMUM,YES
127115BS37040001,127115-QUJ1315,YES
127518BSCP18611,127518-SRMUM,YES
127115BS26960001,127115-QUJ1315,YES
127518BSOP186321D,127518-SRMUM,YES
129020bhcp240924129,129020-VRD,YES
100031252201443,100031-BEM,YES
1241304067978260870,124130-122004,YES
123790DPKLI1ENBU,123790-VBGR,YES
124147SDSQUAC256GGN6MN,124147-IND,YES
124388DBNBRYCERMB36,124388-BAN2,YES
100001300996694010,100001-WD16,YES
128850PMSA18133B881F044,128850-BANGALORE,YES
1248488905952341091,124848-BANDHL,YES
125625BV430112098,125625-THANE,YES
1000313217634541,100031-BEM,YES
100001301021551006,100001-W113,YES
1277768909203480126,127776-1100149292,YES
125625BCH20DBB21,125625-KARNATAKA,YES
128040BJSuperTrooperBlack,128040-BABYJALEBI001,YES
1277768909045080690,127776-1100149292,YES
100001301016928004,100001-WD16,YES
1258068906008450811,125806-DELWH01,YES
128202I00239075,128202-GOOD001,YES
126577WI24BSWJX426F,126577-UC,YES
128016NEJR6TCR1,128016-MOD1,YES
128016NSSK95T,128016-MOD1,YES
128016GNERM11T,128016-MOD1,YES
128016ECK194PKECK194T,128016-MOD1,YES
1272142836SS134838XXL,127214-KISS1,YES
126934739980694472,126934-BRWH,YES
127377LWSB16173010,127377-LWS,YES
128016ESSK88TCR1,128016-MOD1,YES
126913MDPR160BLKPO1S24L,126913-F190,YES
1241304069156078314,124130-KOLK,YES
1241304067982857776,124130-KOLK,YES
1259288901526100545,125928-TD37,YES
124570LQTS10939BLACKM,124570-IRPSS1,YES
124267CTOCCableEPDA705BBEGINBlack,124267-MUM,YES
1001135715427924970,100113-BHW,YES
124570LQTS10939BLACKL,124570-IRPSS1,YES
1241304099684500100,124130-KOLK,YES
1259283614273954174,125928-TD37_SUB,YES
124314JPSEP23431,124314-SJPS1,YES
124314JPSEP2124,124314-SJPS1,YES
127703TWLPCRB70X140BK,127703-SPREADLUX01,YES
127703TKSM50X80MOSBR,127703-SPREADLUX01,YES
127703TWLWS40X602PMINT,127703-SPREADLUX01,YES
127703TWLWS40X602PBEIGE,127703-SPREADLUX01,YES
127703TWLWS40X602PBROWN,127703-SPREADLUX01,YES
127703LAMBSOL50X80BG,127703-SPREADLUX01,YES
127703LAMB2TN50X80GOLD,127703-SPREADLUX01,YES
126661HADKD13,126661-NKPL,YES
125319CFT107AHT68AHT66AFT105A,125319-BHS1,YES
1252364067896052458,125236-975,YES
1257384067891120602,125738-1312,YES
1252364067897484999,125236-1484,YES
1291105034582,129110-W038,YES
12404488559BROWN40,124044-282004,YES
1257384067894613521,125738-1719,YES
127703LAMBSOL40X60LTGY,127703-SPREADLUX01,YES
1253814067979841382,125381-KOLK,YES
127925ORANGECHEEMA40,127925-SMJ-SS1,YES
127703TROLLYWOODENBLACK,127703-SPREADLUX01,YES
100001301018411004,100001-W007,YES
100001300987623003,100001-WD16,YES
100001301017862003,100001-W134,YES
100001301004824003,100001-WD16,YES
126347OJR0103EM110,126347-ORN1,YES
126347OJR0046CZ12,126347-ORN1,YES
126110VR11336,126110-VTR1,YES
126110VR11395,126110-VTR1,YES
126110COM13398,126110-VTR1,YES
126110COM13197,126110-VTR1,YES
1261108906184413204,126110-VTR1,YES
1261108906184410043,126110-VTR1,YES
12404488553BLACK45,124044-282004,YES
128052TSACTS12CSG8002,128052-MOKOMH002,YES
128052TSTEB12CHS22001,128052-MOKOMH002,YES
126960MMSFLC1119LGRYPO3,126960-DEL,YES
128052TSBBB12CBT22001,128052-MOKOMH002,YES
1248488905463835171,124848-BHW,YES
1257384066756715854,125738-1995,YES
128334Bantu335OrangeEU40,128334-DBBAL,YES
128334BaliCherryEU40,128334-DBBAL,YES
128334SND186BlackEU38,128334-DBBAL,YES
128334SamBeigeEU39,128334-DBBAL,YES
128334BellyMikaGreyEU38,128334-DBBAL,YES
128334SND186BlackEU40,128334-DBBAL,YES
128334WarBlackEU40,128334-DBBAL,YES
128334JM51TanEU38,128334-DBBAL,YES
128334BaliPeachEU41,128334-DBBAL,YES
128334B1CreamEU40,128334-DBBAL,YES
128334SND137BlackEU37,128334-DBBAL,YES
128334BTAppealBlack41,128334-DBBAL,YES
128334Flat3232GreenEU41,128334-DBBAL,YES
128334FlatRomaWhiteEU41,128334-DBBAL,YES
1264415748022538839,126441-INGURWH,YES
12566222016,125662-PAULA8B,YES
128640XVD60B,128640-ALTLUX01,YES
1286401020105,128640-ALTLUX01,YES
127785RJO062730,127785-UNNAO,YES
10012110995878,100121-HRN,YES
12566226001,125662-PAULA8B,YES
128052TSBWK12CCR22001,128052-MOKOMH002,YES
125763KRWGO0070201,125763-ILFPMUM-LUX,YES
128853NC1183M24,128853-WH,YES
128853DS2175Y6,128853-WH,YES
1248488905952972394,124848-BANDHL,YES
1280138909059271312,128013-THWH,YES
128052TSBWB12CHS22002,128052-MOKOMH002,YES
1002438764255070,100243-9327,YES
126415CLF2335GREY37,126415-CLOGG01,YES
1290635045749562902,129063-INFI001,YES
126088FWSX2556,126088-LSDT,YES
127785RSO36958,127785-UNIT3,YES
100230B0BSL5YVSD,100230-NMS1,YES
12829735604XL,128297-AAHELI001,YES
128297575L,128297-AAHELI001,YES
1265178905994759601,126517-LKS1,YES
1265178905995536294,126517-LKS1,YES
1265178905995975567,126517-LKS1,YES
1265178905995876376,126517-LKS1,YES
1265178905995856729,126517-LKS1,YES
128853PN1005Y6,128853-WH,YES
127856RI002659,127856-OMA001,YES
127856RI010189,127856-OMA001,YES
127856RI007106,127856-OMA001,YES
125800USCT0720D,125800-UES1,YES
125173NMIWFBLKTAN8,125173-PROZOMAA,YES
124470PFKS892PRMBM,124470-FASSS1,YES
128020196808517038,128020-CKWH,YES
1261855715605977200,126185-WH01,YES
126110VR11228,126110-VTR1,YES
126110VR655,126110-VTR1,YES
126110VR9386,126110-VTR1,YES
126110VR7022,126110-VTR1,YES
126110COM13361,126110-VTR1,YES
1292211183B4003046,129221-OTLUX1,YES
100001301004695004,100001-WD16,YES
128435FSTKI105BROWN45,128435-WH,YES
128435FSTKI9046BLACK43,128435-WH,YES
128435FSTKI105BROWN46,128435-WH,YES
1253491011C1224009,125349-AWH,YES
12896690200511,128966-HARYWH,YES
12896690200512,128966-HARYWH,YES
124388POLCINDYMCXL,124388-BAN1,YES
124267SamsungWatch47mmLTEOrange,124267-MUM,YES
126110VR2034,126110-VTR1,YES
1257384065432887120,125738-481,YES
100001301004417002,100001-W088,YES
127634BP21023L,127634-CKSS1,YES
1001498905564642043,100149-EMIZ,YES
125800USBSS122,125800-UES1,YES
125800USMDOH034D,125800-UES1,YES
128648OGD0350107OLIVE40,128648-3955,YES
126110CTMSFIS372MRON0020,126110-VTR1,YES
127071FDANTIACNESERUM30GM39777,127071-FXGURWH,YES
100001301011584004,100001-W096,YES
1291408909152288873,129140-TC99272,YES
1246218909044833143,124621-PTBD,YES
1250508905566516045,125050-SPYKDLRT,YES
1250508905566071926,125050-SPYKDLRT,YES
1250508905566633803,125050-SPYKDLRT,YES
1280769360454394553,128076-FNA001,YES
128753GOCNH1KG,128753-LUDI,YES
128435FSTKI105BLACK42,128435-WH,YES
128435F1FSTKI9033BLACK42,128435-WH,YES
1280769357631963978,128076-FNA001,YES
1280769360454512209,128076-FNA001,YES
1280769360454264511,128076-FNA001,YES
1250508905566227958,125050-SPYKDLRT,YES
1250508905566689930,125050-SPYKDLRT,YES
124301910B5372NSZ,124301-BIZ02,YES
12479222K73DHP5438,124792-PCCS1,YES
1250508907966946415,125050-SPYKDLRT,YES
1250508905566494695,125050-SPYKDLRT,YES
1250508905566282568,125050-SPYKDLRT,YES
125119D45MUI000TUC999936,125119-4906,YES
125119D25MUB000TUC815637,125119-4906,YES
125119D46XSA000TUC778136,125119-4906,YES
125119U36D1A00046C601041,125119-4906,YES
125119U454GB04322C400243,125119-4906,YES
125119D359BD000TUC999940,125119-4906,YES
125119U159VA00032C602442,125119-4906,YES
100001300970318004,100001-WD16,YES
1250508905566092259,125050-SPYKDLRT,YES
1250508905566558946,125050-SPYKDLRT,YES
1250508905566517868,125050-SPYKDLRT,YES
127570PH10956BS,127570-ECDLUX-01,YES
127570PH0674S2,127570-ECDLUX-01,YES
129085SIGNAXO00020,129085-BUCKSDELHIWH,YES
129085SIGNAXO00022,129085-BUCKSDELHIWH,YES
129085SIGNAXO00024,129085-BUCKSDELHIWH,YES
1250508907966835146,125050-SPYKDLRT,YES
1250508905566362017,125050-SPYKDLRT,YES
129085SIGNAXO00017,129085-BUCKSDELHIWH,YES
129085SIGNAXO00014,129085-BUCKSDELHIWH,YES
127689BCLastBoyfriendBurgundyXXL,127689-BFSS1,YES
124502LTSHS15504NAVY3XL,124502-PLUSS1,YES
1241304069156111134,124130-KOLK,YES
125119U450WA00022C406443,125119-4906,YES
1250508905566880962,125050-SPYKDLRT,YES
1250508905566053694,125050-SPYKDLRT,YES
1250508905566661899,125050-SPYKDLRT,YES
1250508905566503618,125050-SPYKDLRT,YES
127625X1X18006BLK30,127625-SSS1,YES
1253491113A03610510,125349-AWH,YES
12645320069208,126453-FISS2,YES
125800USCC0263,125800-UES1,YES
125800USBSS137,125800-UES1,YES
125800USBSS138,125800-UES1,YES
125800USTCCS003,125800-UES1,YES
125800USBSS151F,125800-UES1,YES
125800USDOH072S,125800-UES1,YES
125800USMCDOH001S,125800-UES1,YES
125800USDOH075D,125800-UES1,YES
125800USBCT101D2,125800-UES1,YES
125584M002,125584-DEL,YES
12558425WADAPTERBK,125584-DEL,YES
12558425WAdapterWhite,125584-DEL,YES
1250508907966825529,125050-SPYKDLRT,YES
126839MW001,126839-MLMUMWH,YES
125173NMWCSMBKB8,125173-PROZOMUM,YES
127681MC1900L,127681-EBSS1,YES
127681EP7546XL,127681-EBSS1,YES
127681EP1422NTS,127681-EBSS1,YES
127681EP8155L,127681-EBSS1,YES
10012110343158,100121-HRN,YES
127681MC2368M,127681-EBSS1,YES
128232R1SukraRNSPlus3P95,128232-TIR,YES
127681EP7048S,127681-EBSS1,YES
127381BX4092A42XL,127381-KUN,YES
1250508905566071773,125050-SPYKDLRT,YES
1250508905566691988,125050-SPYKDLRT,YES
1002436618806080,100243-BATA03,YES
100001301021101004,100001-W208,YES
100001301021418006,100001-W208,YES
1250508905566107298,125050-SPYKDLRT,YES
127532PL1604XL,127532-NWSS2,YES
12472122L278ALTRIPLEWHT5,124721-CF,YES
1250508905566448377,125050-SPYKDLRT,YES
1250508905566881075,125050-SPYKDLRT,YES
126323APT516,126323-ECI1,YES
127681EP31440L,127681-EBSS1,YES
127681EP3153NNTS,127681-EBSS1,YES
127681EP7102BM,127681-EBSS1,YES
127681EP1671AS,127681-EBSS1,YES
127681EP8116CL,127681-EBSS1,YES
127681EP1310S,127681-EBSS1,YES
1250508905566442269,125050-SPYKDLRT,YES
1250508905566335868,125050-SPYKDLRT,YES
124537WNGE1182040K2,124537-4160,YES
125800USMDOH022,125800-UES1,YES
1292211183B9542506,129221-OTLUX1,YES
100001301018532003,100001-W218,YES
1263538906107054729,126353-JHCHWH,YES
128334SND150BlackEU41,128334-DBBAL,YES
100001301017601004,100001-W173,YES
100001301007649005,100001-WD16,YES
100001301008067001,100001-W006,YES
100001301017602004,100001-W173,YES
100001301006503001,100001-WD27,YES
100001301017602005,100001-W173,YES
1250508907966823877,125050-SPYKDLRT,YES
1250508905566690349,125050-SPYKDLRT,YES
124714Lexar128gb1800x,124714-AHM,YES
127123LUXXBeoSoundA12ndGenGreen,127123-FAR,YES
129085SIGNAXO00005,129085-BUCKSDELHIWH,YES
1002438714544090,100243-9327,YES
1250508905566071674,125050-SPYKDLRT,YES
127681EP8165M,127681-EBSS1,YES
127681EP1310BXL,127681-EBSS1,YES
127681EP8122XL,127681-EBSS1,YES
127681EP3153ONTXL,127681-EBSS1,YES
1250508905566454057,125050-SPYKDLRT,YES
125800USTHR001,125800-UES1,YES
125800USBSS112,125800-UES1,YES
1250508905566552166,125050-SPYKDLRT,YES
1250508905566010239,125050-SPYKDLRT,YES
1002435715773060,100243-BATA03,YES
1250508905566535510,125050-SPYKDLRT,YES
1288181203003,128818-TOPKER,YES
1250508905566026360,125050-SPYKDLRT,YES
1250508907966835139,125050-SPYKDLRT,YES
12557410000016597,125574-FRTRLLP001,YES
124055388831019,124055-110077,YES
127538AR5851,127538-GGN,YES
1277768909045145382,127776-1100149292,YES
100001301004818003,100001-WD16,YES
1246218909044912046,124621-PTHOO,YES
129163TB0048,129163-SNML,YES
1250508905566880825,125050-SPYKDLRT,YES
1274965642628,127496-S122001,YES
1257798905409444252,125779-BAN3,YES
123858174614,123858-BHW1,YES
123858232774,123858-HRP,YES
126083ETHORAL10x1tabs,126083-EMMRWH,YES
126083OSCT10PACKOF2,126083-EMMRWH,YES
126083EGLF200,126083-EMMRWH,YES
1256108887049203690,125610-6162,YES
128052TSBTBPK12CCR22001,128052-MOKOWB003,YES
100001301021019001,100001-W007,YES
1256101005099729213,125610-6162,YES
1259295401180481590,125929-BAN3,YES
1256108887049278568,125610-6162,YES
1259295401180770571,125929-BAN3,YES
1256108887049011653,125610-6162,YES
1256101005194708212,125610-6162,YES
1256101005141744218,125610-6162,YES
1259295401180795055,125929-BAN3,YES
1259295401180770557,125929-BAN3,YES
1265178905995184471,126517-LKS1,YES
1265178905995184464,126517-LKS1,YES
127785RHP0572ML,127785-UNNAO,YES
100001300988730004,100001-WD27,YES
128685HSMNCLOGSCAMEL11,128685-TE,YES
128685HSMNSLIDERBLACK8,128685-TE,YES
128685HSWMBOOMWHITE4,128685-TE,YES
128685HSWMSILKWHITE3,128685-TE,YES
128685HSWMBOOMWHITE7,128685-TE,YES
128685HSMNSLIDERGREY11,128685-TE,YES
128566B80495MG3504,128566-DEL,YES
123806EC16202BLACK7,123806-AARFAGRA,YES
127460AW24BPT087010,127460-WH,YES
127460AW24BPT089018,127460-WH,YES
127460AW24BPT065021,127460-WH,YES
1273073219110482737,127307-BHIWANDI1,YES
1273073219110482768,127307-BHIWANDI1,YES
1273073219110512649,127307-BHIWANDI1,YES
1273073219110509595,127307-BHIWANDI1,YES
1273073219110512427,127307-BHIWANDI1,YES
1275648905875375692,127564-BHW,YES
1248488905952286439,124848-1270,YES
100001301005434004,100001-WD16,YES
100001301020971003,100001-W060,YES
1289818904446677418,128981-CSN,YES
128968A1EVK10916GBSB00009G999,128968-BLR,YES
128968A1EVK3408GBGE00007G529,128968-BLR,YES
126148VPMITRUNICL10P85PO2,126148-MUM,YES
127892701137820131,127892-STYLI2024,YES
1273073219110522952,127307-BHIWANDI1,YES
1253491011C2060028,125349-AIN,YES
100267COMBOBR7340B,100267-CLOVIASS1,YES
100267AB0055P13S,100267-CLOVIASS1,YES
100267PN5101Z24XL,100267-CLOVIASS1,YES
100267PN5101O18XL,100267-CLOVIASS1,YES
100267BR0843R1740B,100267-CLOVIASS1,YES
100267BR3006P2440B,100267-CLOVIASS1,YES
100267LT5200P14XXL,100267-CLOVIASS1,YES
100267AT0197R05XXL,100267-CLOVIASS1,YES
100267NS5206D183XL,100267-CLOVIASS1,YES
100267NS1477R153XL,100267-CLOVIASS1,YES
100267BR2423A1334B,100267-CLOVIASS1,YES
100267BR2038P0536C,100267-CLOVIASS1,YES
100267BR2084A05M,100267-CLOVIASS1,YES
100267BR2169P1332C,100267-CLOVIASS1,YES
100267BR0184G2440C,100267-CLOVIASS1,YES
100267BR1148P0840C,100267-CLOVIASS1,YES
100267BR2405A2438B,100267-CLOVIASS1,YES
100267COMBOBR7342D,100267-CLOVIASS1,YES
100267BR2532P2436C,100267-CLOVIASS1,YES
100267AB0020E13XL,100267-CLOVIASS1,YES
1280769360454412141,128076-FNA001,YES
100001301013518006,100001-W238,YES
1277768909068784414,127776-1100149291,YES
1277768905610998995,127776-1100149291,YES
1277768909203118708,127776-1100149291,YES
1277768905238246041,127776-1100149291,YES
1277768905838745746,127776-1100149291,YES
128689BAJG504S,128689-MPFNS,YES
100267LS5203P17L,100267-CLOVIASS1,YES
100267LS0385G04S,100267-CLOVIASS1,YES
100267AT0131P13XXL,100267-CLOVIASS1,YES
100267BR1394P0336B,100267-CLOVIASS1,YES
100267LS0514A113XL,100267-CLOVIASS1,YES
100267LS0746A073XL,100267-CLOVIASS1,YES
100267LS0746B143XL,100267-CLOVIASS1,YES
100267LS0141G03S,100267-CLOVIASS1,YES
100267BR1067C1332B,100267-CLOVIASS1,YES
100267BR1737H0832B,100267-CLOVIASS1,YES
100267NS1352P09L,100267-CLOVIASS1,YES
100267NS1157P08L,100267-CLOVIASS1,YES
100267BR2336S2434B,100267-CLOVIASS1,YES
100267AT0124P13XXL,100267-CLOVIASS1,YES
100267AT0197R13M,100267-CLOVIASS1,YES
100267COMPN2221L,100267-CLOVIASS1,YES
100267LS0746A17M,100267-CLOVIASS1,YES
100267LS0385O03L,100267-CLOVIASS1,YES
100267LS0746B11L,100267-CLOVIASS1,YES
100267PN5209B20L,100267-CLOVIASS1,YES
100267LB0173P13XL,100267-CLOVIASS1,YES
100267BR2073P1342B,100267-CLOVIASS1,YES
100267BR1834P1836B,100267-CLOVIASS1,YES
100267AB0042P36L,100267-CLOVIASS1,YES
100267PN3170X12XL,100267-CLOVIASS1,YES
100267BR2405A1342D,100267-CLOVIASS1,YES
100267LS0451P04M,100267-CLOVIASS1,YES
100267BR1283A2232B,100267-CLOVIASS1,YES
128091MER854M,128091-MJSS1,YES
124537MMGE960019M3,124537-4160,YES
12393912001White44,123939-SCIS1,YES
1246218909230151983,124621-PTBHD,YES
127138EK11212,127138-EWH1,YES
1254534067892416797,125453-1208,YES
1277768907165146609,127776-1100149292,YES
1277768905968061259,127776-1100149292,YES
1277768907165146272,127776-1100149292,YES
1277764065422151798,127776-1100149292,YES
1277768905968061952,127776-1100149292,YES
1277764066753999400,127776-1100149292,YES
1254534066746167816,125453-2011,YES
128334B1CreamEU37,128334-DBBAL,YES
128334R3RoseGoldEU41,128334-DBBAL,YES
1257384066747635284,125738-1830,YES
1257384066764617515,125738-1609,YES
124013GS576058,124013-GKL102,YES
128655190231846451,128655-MEWAT,YES
125928888066149082,125928-TD37_SUB,YES
124013GS571170,124013-GKL102,YES
124013GS576132,124013-GKL102,YES
